ID,gender,age_group,citizen,vismin,immigrant,responded,voted_2019,past_vote,plan_to_vote,likely_party,Healthcare,Education,Taxes,Climate,Jobs,Housing,Indigenous,Immigration,Racial,Seniors,Childcare,COVID19,Debt,ads,decided,ad_affect
1937,Male,55-64,yes,No,No,yes,yes,NDP,Yes,Conservative,Slightly,Moderately,Extremely,Very,Extremely,Not,Don't know,Moderately,Very,Slightly,Not,Extremely,Slightly,Online,Decided,not at all
1938,Female,18-24,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Not,Not,Moderately,Very,Not,Moderately,Extremely,Moderately,Not,Not,Very,Moderately,Moderately,Online,Decided,not at all
1939,Female,25-34,yes,No,Yes,yes,yes,NDP,Yes,Undecided,Slightly,Not,Extremely,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Moderately,Moderately,Extremely,Moderately,None,Undecided,not at all
1942,Male,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Very,Don't know,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Very,Moderately,Extremely,Moderately,Online,Decided,not at all
1946,Male,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Not,Slightly,Very,Moderately,Very,Extremely,Slightly,Not,Don't know,Not,Extremely,Moderately,Online,Decided,not at all
1950,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Extremely,Moderately,Slightly,Not,Extremely,Slightly,Moderately,Not,Not,Not,Moderately,Moderately,Slightly,Online,Decided,not at all
1952,Female,25-34,yes,Yes,No,yes,yes,Conservative,Yes,Conservative,Not,Extremely,Moderately,Slightly,Slightly,Not,Moderately,Not,Moderately,Slightly,Not,Moderately,Not,Online,Decided,not at all
1953,Male,18-24,yes,No,Yes,yes,yes,Green,Yes,NDP,Extremely,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Moderately,Not,Moderately,Not,Extremely,Moderately,Mail,Decided,not at all
1955,Male,35-44,yes,No,Yes,yes,yes,Liberal,No,Don't plan to vote,Very,Not,Extremely,Moderately,Moderately,Moderately,Not,Not,Not,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
1958,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,Green,Extremely,Moderately,Don't know,Very,Not,Moderately,Slightly,Not,Not,Not,Not,Extremely,Moderately,Mail,Decided,not at all
1959,Male,45-54,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Moderately,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Not,Extremely,Moderately,Slightly,Online,Decided,not at all
1970,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Moderately,Moderately,Not,Very,Not,Not,Not,Not,Extremely,Slightly,TV,Decided,not at all
1972,Male,65 and over,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Moderately,Slightly,Moderately,Extremely,Moderately,Slightly,Not,Moderately,Moderately,Slightly,Very,Moderately,Mail,Decided,not at all
1974,Male,18-24,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Extremely,Slightly,Slightly,Slightly,Moderately,Very,Not,Slightly,Not,Moderately,Extremely,Extremely,Don't know,Online,Decided,not at all
1978,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Green,Don't know,Moderately,Don't know,Very,Slightly,Not,Don't know,Slightly,Very,Not,Not,Very,Moderately,Online,Decided,not at all
1980,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Green,Slightly,Moderately,Moderately,Very,Slightly,Moderately,Moderately,Moderately,Not,Not,Not,Very,Slightly,Signs/Billboards,Decided,not at all
1981,Female,65 and over,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Not,Not,Don't know,Moderately,Moderately,Slightly,Moderately,Extremely,Very,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
1982,Male,18-24,yes,Yes,No,yes,yes,Conservative,Yes,Undecided,Don't know,Extremely,Moderately,Extremely,Not,Moderately,Moderately,Moderately,Slightly,Extremely,Not,Moderately,Slightly,TV,Undecided,a little
1991,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Undecided,Not,Not,Slightly,Moderately,Very,Extremely,Not,Moderately,Extremely,Don't know,Extremely,Moderately,Slightly,TV,Undecided,not at all
1993,Female,25-34,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Slightly,Moderately,Moderately,Very,Slightly,Not,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Extremely,Online,Decided,not at all
1998,Female,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Slightly,Moderately,Slightly,Don't know,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Moderately,Moderately,Moderately,Mail,Decided,not at all
1999,Female,45-54,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Don't know,Don't know,Moderately,Moderately,Moderately,Not,Moderately,Not,Very,Moderately,Moderately,Moderately,Online,Decided,a lot
2000,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Moderately,Moderately,Very,Moderately,Moderately,Not,Slightly,Not,Slightly,Extremely,Moderately,Very,Online,Decided,not at all
2002,Male,35-44,yes,No,Yes,yes,yes,Green,Yes,Liberal,Very,Moderately,Moderately,Extremely,Moderately,Moderately,Not,Moderately,Slightly,Not,Not,Very,Extremely,Mail,Decided,a great deal
2005,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Don't know,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Not,Not,Moderately,Moderately,Mail,Decided,not at all
2006,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Extremely,Moderately,Moderately,Slightly,Extremely,Moderately,Slightly,Slightly,Moderately,Not,Extremely,Moderately,TV,Decided,not at all
2008,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Moderately,Moderately,Not,Moderately,Don't know,Not,Moderately,Not,Moderately,Don't know,Very,None,Decided,not at all
2009,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Not,Slightly,Moderately,Slightly,Moderately,Don't know,Not,Moderately,Not,Extremely,Moderately,Slightly,None,Decided,not at all
2014,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Very,Slightly,Moderately,Moderately,Very,Slightly,Not,Don't know,Slightly,Moderately,Moderately,Slightly,None,Decided,not at all
2015,Male,18-24,yes,No,Yes,yes,no,Did not vote,No,Don't plan to vote,Slightly,Not,Extremely,Slightly,Moderately,Moderately,Not,Slightly,Slightly,Not,Moderately,Extremely,Moderately,Radio,Decided,not at all
2016,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Slightly,Moderately,Extremely,Moderately,Slightly,Not,Moderately,Not,Extremely,Moderately,Moderately,Online,Decided,not at all
2017,Male,65 and over,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Not,Very,Not,Not,Slightly,Moderately,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Extremely,Print,Decided,not at all
2018,Female,18-24,yes,No,No,yes,yes,Liberal,No,Don't plan to vote,Moderately,Slightly,Very,Moderately,Moderately,Very,Not,Slightly,Not,Not,Moderately,Moderately,Very,Online,Decided,not at all
2022,Female,25-34,yes,No,No,yes,yes,NDP,Yes,Undecided,Not,Slightly,Slightly,Slightly,Moderately,Extremely,Moderately,Very,Not,Not,Not,Moderately,Moderately,Online,Undecided,not at all
2029,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Extremely,Extremely,Moderately,Slightly,Not,Don't know,Slightly,Don't know,Not,Moderately,Moderately,TV,Decided,not at all
2032,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Very,Slightly,Moderately,Moderately,Moderately,Not,Moderately,Very,Moderately,Moderately,Extremely,Extremely,TV,Decided,not at all
2035,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Slightly,Not,Slightly,Slightly,Moderately,Not,Slightly,Slightly,Slightly,Very,Moderately,Online,Decided,not at all
2040,Male,25-34,yes,Yes,No,yes,yes,NDP,Yes,NDP,Slightly,Don't know,Moderately,Very,Extremely,Moderately,Moderately,Moderately,Don't know,Not,Moderately,Moderately,Slightly,TV,Decided,not at all
2043,Female,35-44,yes,No,Yes,yes,no,Did not vote,No,Don't plan to vote,Slightly,Not,Not,Moderately,Not,Slightly,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,TV,Decided,not at all
2046,Male,25-34,yes,No,No,yes,no,Did not vote,Yes,Liberal,Moderately,Extremely,Slightly,Slightly,Moderately,Very,Extremely,Moderately,Moderately,Not,Not,Extremely,Moderately,Online,Decided,not at all
2054,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Green,Slightly,Very,Moderately,Not,Moderately,Not,Moderately,Slightly,Moderately,Not,Not,Moderately,Slightly,Signs/Billboards,Decided,a little
2056,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Extremely,Moderately,Slightly,Moderately,Not,Not,Not,Moderately,Slightly,Very,Moderately,Slightly,Mail,Decided,not at all
2057,Female,35-44,yes,No,No,yes,yes,Liberal,No,Don't plan to vote,Slightly,Not,Don't know,Slightly,Not,Not,Not,Don't know,Not,Not,Don't know,Very,Moderately,TV,Decided,not at all
2058,Female,35-44,yes,Yes,No,yes,yes,Other/Prefer not to answer,Yes,Conservative,Slightly,Slightly,Moderately,Moderately,Not,Extremely,Slightly,Slightly,Not,Moderately,Very,Slightly,Moderately,Signs/Billboards,Decided,not at all
2059,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Not,Moderately,Very,Slightly,Moderately,Not,Not,Moderately,Moderately,Not,Moderately,Extremely,TV,Decided,not at all
2060,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Not,Not,Don't know,Very,Moderately,Moderately,Not,Don't know,Extremely,Moderately,Not,Extremely,Slightly,TV,Decided,not at all
2062,Male,18-24,yes,No,No,yes,yes,Conservative,Yes,Conservative,Extremely,Moderately,Very,Moderately,Moderately,Slightly,Don't know,Slightly,Not,Not,Moderately,Very,Moderately,Online,Decided,somewhat
2063,Male,45-54,yes,No,Yes,yes,no,Did not vote,Yes,NDP,Slightly,Not,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Not,Very,Very,TV,Decided,not at all
2064,Female,18-24,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Not,Moderately,Extremely,Slightly,Moderately,Slightly,Not,Moderately,Extremely,Not,Moderately,Extremely,Slightly,Online,Decided,not at all
2067,Male,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Slightly,Moderately,Very,Moderately,Moderately,Not,Not,Moderately,Not,Moderately,Very,Moderately,TV,Decided,a little
2072,Male,65 and over,yes,Yes,No,yes,yes,Green,Yes,Conservative,Not,Not,Extremely,Slightly,Moderately,Very,Not,Slightly,Not,Not,Moderately,Don't know,Very,Signs/Billboards,Decided,not at all
2076,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Moderately,Very,Very,Extremely,Not,Not,Not,Slightly,Moderately,Moderately,Moderately,None,Decided,not at all
2078,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Moderately,Moderately,Not,Slightly,Extremely,Slightly,Moderately,Not,Moderately,Don't know,Extremely,Extremely,Online,Decided,not at all
2082,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Green,Slightly,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Moderately,Not,Slightly,Not,Moderately,Slightly,Online,Decided,not at all
2083,Female,55-64,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Slightly,Moderately,Moderately,Very,Moderately,Moderately,Moderately,Extremely,Moderately,Slightly,Slightly,Very,Moderately,Mail,Decided,not at all
2084,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Moderately,Not,Moderately,Moderately,Moderately,Moderately,Slightly,Very,Slightly,Not,Extremely,Extremely,Slightly,None,Decided,not at all
2085,Male,65 and over,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Very,Don't know,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Not,Moderately,Extremely,Slightly,Online,Decided,not at all
2091,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Very,Not,Extremely,Not,Moderately,Very,Moderately,Online,Decided,not at all
2093,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Very,Not,Very,Very,Very,Very,Moderately,Slightly,Not,Extremely,Slightly,Moderately,Slightly,TV,Decided,not at all
2097,Male,18-24,yes,No,Yes,yes,yes,NDP,Yes,Conservative,Not,Don't know,Don't know,Very,Moderately,Moderately,Slightly,Not,Not,Moderately,Moderately,Moderately,Slightly,TV,Decided,not at all
2098,Female,25-34,yes,Yes,No,yes,yes,Conservative,Yes,Green,Slightly,Slightly,Very,Very,Very,Slightly,Moderately,Not,Very,Slightly,Slightly,Moderately,Moderately,Online,Decided,not at all
2101,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Very,Moderately,Don't know,Not,Moderately,Moderately,Moderately,Don't know,Moderately,Moderately,TV,Decided,not at all
2110,Female,45-54,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Extremely,Moderately,Extremely,Not,Moderately,Extremely,Moderately,Moderately,Moderately,Extremely,Slightly,Moderately,Moderately,Online,Decided,not at all
2113,Male,35-44,yes,No,No,yes,yes,NDP,Yes,Undecided,Slightly,Slightly,Moderately,Very,Moderately,Very,Not,Don't know,Not,Moderately,Moderately,Don't know,Not,Mail,Undecided,not at all
2117,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Conservative,Moderately,Slightly,Extremely,Not,Extremely,Slightly,Not,Slightly,Very,Very,Slightly,Moderately,Moderately,Online,Decided,not at all
2119,Male,18-24,yes,Yes,Yes,yes,yes,Green,Yes,Liberal,Not,Slightly,Not,Not,Extremely,Moderately,Moderately,Moderately,Slightly,Not,Not,Not,Extremely,TV,Decided,not at all
2120,Female,18-24,yes,No,No,yes,yes,Conservative,Yes,Conservative,Not,Not,Slightly,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Moderately,Very,Extremely,Moderately,Online,Decided,not at all
2123,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Very,Slightly,Moderately,Moderately,Extremely,Moderately,Not,Moderately,Not,Very,Not,Moderately,Mail,Decided,not at all
2125,Male,25-34,yes,No,Yes,yes,yes,Green,Yes,Liberal,Slightly,Moderately,Slightly,Very,Moderately,Slightly,Not,Slightly,Slightly,Very,Moderately,Moderately,Moderately,Online,Decided,not at all
2126,Male,18-24,yes,No,No,yes,no,Did not vote,Don't know,Liberal,Not,Extremely,Slightly,Moderately,Slightly,Moderately,Not,Slightly,Not,Not,Very,Moderately,Extremely,Mail,Decided,not at all
2135,Male,65 and over,yes,No,Yes,yes,yes,NDP,Yes,Undecided,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Don't know,Very,Moderately,Slightly,Moderately,Don't know,TV,Undecided,not at all
2137,Male,18-24,yes,No,No,yes,yes,Green,Yes,NDP,Slightly,Not,Moderately,Moderately,Very,Moderately,Very,Not,Not,Not,Not,Moderately,Slightly,Online,Decided,not at all
2141,Male,18-24,yes,No,No,yes,yes,NDP,Yes,Green,Not,Not,Very,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Slightly,Extremely,Moderately,Moderately,Online,Decided,not at all
2144,Female,45-54,yes,No,Yes,yes,no,Did not vote,Yes,NDP,Not,Moderately,Not,Moderately,Moderately,Very,Not,Not,Moderately,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
2147,Female,35-44,yes,Yes,Yes,yes,yes,NDP,Yes,Undecided,Slightly,Moderately,Slightly,Moderately,Moderately,Not,Extremely,Moderately,Not,Not,Not,Slightly,Moderately,Print,Undecided,not at all
2148,Female,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Extremely,Moderately,Moderately,Very,Moderately,Moderately,Moderately,Not,Slightly,Not,Very,Moderately,Slightly,Online,Decided,a little
2150,Female,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Moderately,Don't know,Not,Slightly,Not,Slightly,Not,Moderately,Moderately,Don't know,Moderately,Moderately,Radio,Decided,not at all
2152,Female,18-24,yes,No,No,yes,no,Did not vote,Yes,NDP,Don't know,Moderately,Slightly,Slightly,Moderately,Moderately,Not,Very,Moderately,Slightly,Moderately,Slightly,Moderately,Online,Decided,not at all
2154,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Don't know,Not,Moderately,Very,Not,Moderately,Not,Don't know,Slightly,Not,Slightly,None,Decided,not at all
2157,Male,65 and over,yes,Yes,Yes,yes,no,Did not vote,No,Don't plan to vote,Not,Moderately,Slightly,Not,Moderately,Moderately,Don't know,Very,Not,Don't know,Moderately,Moderately,Slightly,Mail,Decided,not at all
2162,Female,35-44,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Slightly,Slightly,Very,Moderately,Extremely,Not,Don't know,Slightly,Moderately,Not,Slightly,Moderately,TV,Decided,not at all
2164,Female,65 and over,yes,No,No,yes,yes,Conservative,Yes,Conservative,Moderately,Not,Moderately,Moderately,Moderately,Not,Not,Not,Not,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
2168,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Very,Moderately,Don't know,Not,Moderately,Not,Not,Not,Don't know,Moderately,Not,Extremely,Slightly,Online,Decided,not at all
2169,Male,65 and over,yes,No,No,yes,yes,Other/Prefer not to answer,Yes,Conservative,Not,Very,Don't know,Not,Very,Extremely,Extremely,Not,Very,Moderately,Moderately,Extremely,Slightly,Online,Decided,not at all
2172,Male,35-44,yes,Yes,Yes,yes,yes,Green,Yes,Liberal,Very,Moderately,Very,Don't know,Don't know,Moderately,Slightly,Moderately,Not,Slightly,Moderately,Don't know,Very,TV,Decided,not at all
2173,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Moderately,Moderately,Very,Moderately,Extremely,Very,Very,Slightly,Very,Moderately,TV,Decided,not at all
2178,Male,35-44,yes,Yes,No,yes,yes,Green,Yes,NDP,Slightly,Not,Slightly,Moderately,Moderately,Don't know,Not,Moderately,Extremely,Moderately,Not,Moderately,Slightly,TV,Decided,not at all
2181,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Green,Slightly,Moderately,Moderately,Very,Moderately,Moderately,Moderately,Moderately,Don't know,Not,Moderately,Moderately,Moderately,Online,Decided,somewhat
2183,Female,45-54,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Not,Don't know,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Not,Not,Moderately,Moderately,Signs/Billboards,Decided,not at all
2185,Female,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Don't know,Extremely,Not,Moderately,Very,Moderately,Moderately,Extremely,Not,Moderately,Very,Signs/Billboards,Decided,not at all
2188,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Very,Not,Very,Moderately,Slightly,Slightly,Moderately,Not,Not,Not,Slightly,Moderately,Slightly,Online,Decided,not at all
2189,Male,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Moderately,Not,Slightly,Very,Moderately,Moderately,Slightly,Slightly,Not,Not,Don't know,Moderately,Extremely,Online,Decided,not at all
2201,Male,65 and over,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Not,Moderately,Slightly,Not,Moderately,Moderately,Extremely,Not,Extremely,Not,Moderately,Extremely,Moderately,Signs/Billboards,Decided,not at all
2206,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Not,Extremely,Don't know,Very,Moderately,Moderately,Not,Not,Don't know,Not,Slightly,Extremely,Very,Signs/Billboards,Decided,not at all
2207,Female,35-44,yes,No,Yes,yes,no,Did not vote,Yes,Liberal,Not,Very,Slightly,Very,Very,Extremely,Slightly,Not,Slightly,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
2208,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Moderately,Moderately,Don't know,Don't know,Moderately,Very,Slightly,Slightly,Extremely,Moderately,Don't know,Extremely,Slightly,Signs/Billboards,Decided,not at all
2209,Male,65 and over,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Not,Not,Not,Not,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
2213,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Not,Moderately,Moderately,Moderately,Very,Moderately,Not,Moderately,Moderately,Moderately,Moderately,TV,Decided,somewhat
2215,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Moderately,Not,Slightly,Not,Moderately,Not,Slightly,Moderately,Not,Moderately,Moderately,Extremely,Moderately,Mail,Decided,not at all
2219,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Don't know,Slightly,Not,Moderately,Not,Don't know,Not,Very,Moderately,Moderately,None,Decided,not at all
2221,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Moderately,Very,Extremely,Very,Not,Extremely,Slightly,Moderately,Moderately,Moderately,Very,TV,Decided,a great deal
2223,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Undecided,Not,Not,Extremely,Moderately,Moderately,Slightly,Not,Moderately,Don't know,Moderately,Not,Extremely,Slightly,None,Undecided,not at all
2224,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Slightly,Very,Not,Very,Not,Slightly,Moderately,Extremely,Not,Extremely,Moderately,TV,Decided,not at all
2225,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Slightly,Very,Moderately,Slightly,Not,Slightly,Slightly,Very,Not,Moderately,Moderately,Online,Decided,not at all
2227,Male,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Extremely,Slightly,Don't know,Extremely,Very,Don't know,Not,Extremely,Moderately,Moderately,Slightly,Moderately,Extremely,Online,Decided,not at all
2228,Male,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Not,Slightly,Not,Moderately,Moderately,Not,Not,Moderately,Slightly,Not,Moderately,Moderately,None,Decided,not at all
2230,Male,55-64,yes,No,Yes,yes,yes,Green,Yes,Liberal,Not,Slightly,Slightly,Very,Moderately,Slightly,Slightly,Not,Slightly,Moderately,Slightly,Moderately,Very,Mail,Decided,not at all
2233,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Slightly,Slightly,Extremely,Moderately,Extremely,Moderately,Slightly,Extremely,Slightly,Not,Moderately,Extremely,Signs/Billboards,Decided,not at all
2234,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Don't know,Moderately,Slightly,Very,Not,Slightly,Moderately,Not,Moderately,Extremely,Moderately,Online,Decided,not at all
2236,Female,45-54,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Moderately,Not,Very,Moderately,Moderately,Moderately,Online,Decided,not at all
2239,Male,65 and over,yes,No,Yes,yes,yes,Green,Yes,Liberal,Very,Moderately,Very,Moderately,Moderately,Not,Not,Don't know,Not,Not,Moderately,Moderately,Slightly,TV,Decided,not at all
2241,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Moderately,Moderately,Very,Very,Moderately,Extremely,Moderately,Moderately,Not,Moderately,Moderately,Extremely,Slightly,Online,Decided,not at all
2247,Male,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Slightly,Slightly,Moderately,Extremely,Moderately,Slightly,Not,Slightly,Moderately,Very,Not,Online,Decided,not at all
2251,Male,35-44,yes,Yes,No,yes,no,Did not vote,Yes,Liberal,Very,Moderately,Don't know,Very,Extremely,Moderately,Not,Not,Moderately,Not,Slightly,Moderately,Moderately,Online,Decided,not at all
2253,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Moderately,Extremely,Moderately,Extremely,Very,Not,Slightly,Moderately,Moderately,Moderately,Moderately,Mail,Decided,somewhat
2254,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Don't know,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Not,Moderately,Extremely,Very,Online,Decided,not at all
2255,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Not,Moderately,Slightly,Extremely,Extremely,Online,Decided,not at all
2260,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Extremely,Don't know,Extremely,Extremely,Very,Not,Not,Moderately,Slightly,Moderately,Extremely,Moderately,None,Decided,not at all
2263,Female,18-24,yes,Yes,Prefer not to say,yes,yes,NDP,Yes,NDP,Slightly,Moderately,Extremely,Moderately,Not,Slightly,Slightly,Moderately,Slightly,Not,Not,Moderately,Moderately,Online,Decided,not at all
2265,Female,55-64,yes,No,No,yes,yes,Conservative,Yes,Conservative,Not,Slightly,Moderately,Not,Moderately,Moderately,Don't know,Slightly,Slightly,Don't know,Moderately,Moderately,Moderately,None,Decided,not at all
2268,Male,65 and over,yes,No,No,yes,yes,Conservative,Yes,Conservative,Very,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
2271,Male,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Extremely,Not,Moderately,Moderately,Moderately,Not,Not,Not,Moderately,Not,Not,Extremely,Moderately,Online,Decided,not at all
2273,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Very,Not,Very,Extremely,Moderately,Not,Extremely,Not,Slightly,Moderately,Moderately,Slightly,TV,Decided,not at all
2274,Female,45-54,yes,No,No,yes,yes,Conservative,Yes,Conservative,Slightly,Moderately,Moderately,Moderately,Extremely,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Moderately,Not,Online,Decided,a little
2276,Female,18-24,yes,Yes,No,yes,idk,Did not vote,Yes,Liberal,Very,Slightly,Moderately,Moderately,Moderately,Slightly,Very,Slightly,Slightly,Slightly,Extremely,Moderately,Moderately,Online,Decided,not at all
2278,Female,45-54,yes,Yes,No,yes,yes,Conservative,Yes,NDP,Don't know,Not,Extremely,Extremely,Moderately,Very,Not,Not,Not,Very,Not,Moderately,Extremely,Online,Decided,not at all
2281,Male,65 and over,yes,Yes,Yes,yes,yes,Conservative,Yes,Conservative,Slightly,Don't know,Don't know,Extremely,Moderately,Moderately,Not,Not,Moderately,Not,Very,Moderately,Moderately,Signs/Billboards,Decided,not at all
2283,Female,25-34,yes,No,No,yes,yes,NDP,Yes,NDP,Extremely,Moderately,Don't know,Very,Moderately,Slightly,Extremely,Not,Slightly,Extremely,Not,Very,Moderately,TV,Decided,not at all
2288,Female,45-54,yes,No,No,yes,yes,Conservative,Yes,Liberal,Slightly,Not,Extremely,Moderately,Moderately,Extremely,Moderately,Not,Not,Slightly,Not,Moderately,Moderately,TV,Decided,not at all
2291,Male,25-34,yes,No,Yes,yes,no,Did not vote,Yes,Liberal,Extremely,Very,Slightly,Not,Extremely,Moderately,Not,Moderately,Moderately,Not,Moderately,Extremely,Moderately,Print,Decided,not at all
